Nombre,RUT,Curso,Sección,Asignatura,Profesor,Fecha,Tipo,Nota
Sofia Aguirre,10000291-4,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,19-07-2025,tarea,93
Sofia Leiva,10000292-2,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,19-07-2025,tarea,54
Sofia Sepulveda,10000297-3,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,19-07-2025,tarea,56
Javier Perez,10000303-1,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,19-07-2025,tarea,97
Javier Martinez,10000305-8,4to Básico,A,Lenguaje y Comunicación,Javier Ramírez,19-07-2025,tarea,51
Luis Rios,10000412-7,5to Básico,B,Lenguaje y Comunicación,Natalia Castro,19-07-2025,evaluacion,91
Luis Munoz,10000416-K,5to Básico,B,Lenguaje y Comunicación,Natalia Castro,19-07-2025,evaluacion,74
Luis Mendez,10000423-2,5to Básico,B,Lenguaje y Comunicación,Natalia Castro,19-07-2025,evaluacion,72
Luis Carmona,10000445-3,5to Básico,B,Lenguaje y Comunicación,Natalia Castro,19-07-2025,evaluacion,94
Luis Sepulveda,10000447-K,5to Básico,B,Lenguaje y Comunicación,Natalia Castro,19-07-2025,evaluacion,39
Jose Mendez,10000723-1,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,19-07-2025,evaluacion,51
Jose Ortiz,10000727-4,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,19-07-2025,evaluacion,95
Jose Salinas,10000731-2,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,19-07-2025,evaluacion,65
Jose Molina,10000740-1,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,19-07-2025,evaluacion,94
Sandra Herrera,10000763-0,1ro Medio,A,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,19-07-2025,evaluacion,78
Marcos Herrera,10000813-0,2do Medio,A,Educación Ciudadana,Melisa Segura,19-07-2025,prueba,67
Marcos Navarro,10000814-9,2do Medio,A,Educación Ciudadana,Melisa Segura,19-07-2025,prueba,35
Marcos Cortes,10000829-7,2do Medio,A,Educación Ciudadana,Melisa Segura,19-07-2025,prueba,94
Marcos Nunez,10000832-7,2do Medio,A,Educación Ciudadana,Melisa Segura,19-07-2025,prueba,62
Marcos Cruz,10000837-8,2do Medio,A,Educación Ciudadana,Melisa Segura,19-07-2025,prueba,67
Marcos Tapia,10000843-2,2do Medio,A,Educación Ciudadana,Melisa Segura,19-07-2025,prueba,41
Marcos Serrano,10000844-0,2do Medio,A,Educación Ciudadana,Melisa Segura,19-07-2025,prueba,100
Patricia Lopez,10000850-5,2do Medio,A,Educación Ciudadana,Melisa Segura,19-07-2025,prueba,93
Patricia Gomez,10000854-8,2do Medio,A,Educación Ciudadana,Melisa Segura,19-07-2025,prueba,35
Patricia Diaz,10000857-2,2do Medio,B,Lenguaje y Comunicación,Raquel Morales,19-07-2025,prueba,91
Patricia Rojas,10000872-6,2do Medio,B,Lenguaje y Comunicación,Raquel Morales,19-07-2025,prueba,70
Patricia Salinas,10000881-5,2do Medio,B,Lenguaje y Comunicación,Raquel Morales,19-07-2025,prueba,40
Patricia Valenzuela,10000888-2,2do Medio,B,Lenguaje y Comunicación,Raquel Morales,19-07-2025,prueba,41
Patricia Sepulveda,10000897-1,2do Medio,B,Lenguaje y Comunicación,Raquel Morales,19-07-2025,prueba,76
Patricia Benitez,10000898-K,2do Medio,B,Lenguaje y Comunicación,Raquel Morales,19-07-2025,prueba,87
Esteban Carmona,10000945-5,3ro Medio,B,Educación Ciudadana,Marcos Seguel,19-07-2025,prueba,72
Esteban Carmona,10000945-5,3ro Medio,B,Educación Ciudadana,Marcos Seguel,19-07-2025,evaluacion,75
Veronica Fernandez,10000952-8,3ro Medio,B,Educación Ciudadana,Marcos Seguel,19-07-2025,prueba,45
Veronica Fernandez,10000952-8,3ro Medio,B,Educación Ciudadana,Marcos Seguel,19-07-2025,evaluacion,41
Veronica Diaz,10000957-9,3ro Medio,B,Educación Ciudadana,Marcos Seguel,19-07-2025,prueba,70
Veronica Diaz,10000957-9,3ro Medio,B,Educación Ciudadana,Marcos Seguel,19-07-2025,evaluacion,78
Veronica Rodriguez,10000960-9,3ro Medio,B,Educación Ciudadana,Marcos Seguel,19-07-2025,prueba,89
Veronica Rodriguez,10000960-9,3ro Medio,B,Educación Ciudadana,Marcos Seguel,19-07-2025,evaluacion,78
Veronica Arancibia,10000968-4,3ro Medio,B,Educación Ciudadana,Marcos Seguel,19-07-2025,prueba,94
Veronica Arancibia,10000968-4,3ro Medio,B,Educación Ciudadana,Marcos Seguel,19-07-2025,evaluacion,96
Catalina Gomez,10001054-2,4to Medio,B,Matemáticas,Maria Labbe,19-07-2025,prueba,32
Catalina Cortes,10001079-8,4to Medio,B,Matemáticas,Maria Labbe,19-07-2025,prueba,44
Ana Benitez,10000048-2,1ro Básico,B,Matemáticas,Ana López,20-07-2025,tarea,42
Ana Campos,10000049-0,1ro Básico,B,Matemáticas,Ana López,20-07-2025,tarea,66
Pedro Vera,10000061-K,1ro Básico,B,Matemáticas,Ana López,20-07-2025,tarea,42
Pedro Alvarez,10000069-5,1ro Básico,B,Matemáticas,Ana López,20-07-2025,tarea,77
Sandra Sepulveda,10000797-5,1ro Medio,B,Matemáticas,Ricardo Donoso,20-07-2025,prueba,43
Sandra Campos,10000799-1,1ro Medio,B,Matemáticas,Ricardo Donoso,20-07-2025,prueba,98
Marcos Sanchez,10000808-4,1ro Medio,B,Matemáticas,Ricardo Donoso,20-07-2025,prueba,37
Marcos Herrera,10000813-0,2do Medio,A,Física,Teresa Diaz,20-07-2025,evaluacion,84
Marcos Navarro,10000814-9,2do Medio,A,Física,Teresa Diaz,20-07-2025,evaluacion,37
Marcos Cortes,10000829-7,2do Medio,A,Física,Teresa Diaz,20-07-2025,evaluacion,99
Marcos Nunez,10000832-7,2do Medio,A,Física,Teresa Diaz,20-07-2025,evaluacion,74
Marcos Cruz,10000837-8,2do Medio,A,Física,Teresa Diaz,20-07-2025,evaluacion,59
Marcos Tapia,10000843-2,2do Medio,A,Física,Teresa Diaz,20-07-2025,evaluacion,94
Marcos Serrano,10000844-0,2do Medio,A,Física,Teresa Diaz,20-07-2025,evaluacion,99
Patricia Lopez,10000850-5,2do Medio,A,Física,Teresa Diaz,20-07-2025,evaluacion,55
Patricia Gomez,10000854-8,2do Medio,A,Física,Teresa Diaz,20-07-2025,evaluacion,42
Marcos Herrera,10000813-0,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,20-07-2025,prueba,99
Marcos Navarro,10000814-9,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,20-07-2025,prueba,74
Marcos Cortes,10000829-7,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,20-07-2025,prueba,93
Marcos Nunez,10000832-7,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,20-07-2025,prueba,64
Marcos Cruz,10000837-8,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,20-07-2025,prueba,57
Marcos Tapia,10000843-2,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,20-07-2025,prueba,65
Marcos Serrano,10000844-0,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,20-07-2025,prueba,54
Patricia Lopez,10000850-5,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,20-07-2025,prueba,42
Patricia Gomez,10000854-8,2do Medio,A,"Historia, Geografía y Ciencias Sociales",Juan Lopez,20-07-2025,prueba,36
Esteban Carmona,10000945-5,3ro Medio,B,Matemáticas,Sandra Gomez,20-07-2025,evaluacion,76
Veronica Fernandez,10000952-8,3ro Medio,B,Matemáticas,Sandra Gomez,20-07-2025,evaluacion,74
Veronica Diaz,10000957-9,3ro Medio,B,Matemáticas,Sandra Gomez,20-07-2025,evaluacion,39
Veronica Rodriguez,10000960-9,3ro Medio,B,Matemáticas,Sandra Gomez,20-07-2025,evaluacion,47
Veronica Arancibia,10000968-4,3ro Medio,B,Matemáticas,Sandra Gomez,20-07-2025,evaluacion,100
Catalina Gomez,10001054-2,4to Medio,B,"Historia, Geografía y Ciencias Sociales",Doris Castro,20-07-2025,evaluacion,47
Catalina Cortes,10001079-8,4to Medio,B,"Historia, Geografía y Ciencias Sociales",Doris Castro,20-07-2025,evaluacion,69
Carlos Diaz,10000157-8,2do Básico,B,Lenguaje y Comunicación,Lucía Fernández,21-07-2025,prueba,98
Carla Ramirez,10000456-9,6to Básico,A,"Historia, Geografía y Ciencias Sociales",Roberto Palma,21-07-2025,evaluacion,40
Carla Herrera,10000463-1,6to Básico,A,"Historia, Geografía y Ciencias Sociales",Roberto Palma,21-07-2025,evaluacion,70
Carla Fuentes,10000467-4,6to Básico,A,"Historia, Geografía y Ciencias Sociales",Roberto Palma,21-07-2025,evaluacion,51
Carla Alvarez,10000469-0,6to Básico,A,"Historia, Geografía y Ciencias Sociales",Roberto Palma,21-07-2025,evaluacion,95
Carla Palma,10000471-2,6to Básico,A,"Historia, Geografía y Ciencias Sociales",Roberto Palma,21-07-2025,evaluacion,36
Carla Rojas,10000472-0,6to Básico,A,"Historia, Geografía y Ciencias Sociales",Roberto Palma,21-07-2025,evaluacion,62
Carla Soto,10000476-3,6to Básico,A,"Historia, Geografía y Ciencias Sociales",Roberto Palma,21-07-2025,evaluacion,57
Carla Vargas,10000486-0,6to Básico,A,"Historia, Geografía y Ciencias Sociales",Roberto Palma,21-07-2025,evaluacion,86
Carla Aguirre,10000491-7,6to Básico,A,"Historia, Geografía y Ciencias Sociales",Roberto Palma,21-07-2025,evaluacion,66
Carla Serrano,10000494-1,6to Básico,A,"Historia, Geografía y Ciencias Sociales",Roberto Palma,21-07-2025,evaluacion,90
Jose Mendez,10000723-1,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,21-07-2025,tarea,35
Jose Ortiz,10000727-4,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,21-07-2025,tarea,90
Jose Salinas,10000731-2,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,21-07-2025,tarea,95
Jose Molina,10000740-1,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,21-07-2025,tarea,73
Sandra Herrera,10000763-0,1ro Medio,A,Lenguaje y Comunicación,Ricardo Donoso,21-07-2025,tarea,93
Sandra Sepulveda,10000797-5,1ro Medio,B,Biología,Luis Díaz,21-07-2025,prueba,70
Sandra Campos,10000799-1,1ro Medio,B,Biología,Luis Díaz,21-07-2025,prueba,76
Marcos Sanchez,10000808-4,1ro Medio,B,Biología,Luis Díaz,21-07-2025,prueba,86
Esteban Martinez,10000905-6,3ro Medio,A,Filosofía,Marcos Seguel,21-07-2025,evaluacion,78
Esteban Valenzuela,10000938-2,3ro Medio,A,Filosofía,Marcos Seguel,21-07-2025,evaluacion,97
Esteban Carmona,10000945-5,3ro Medio,B,Educación Ciudadana,Marcos Seguel,21-07-2025,evaluacion,70
Veronica Fernandez,10000952-8,3ro Medio,B,Educación Ciudadana,Marcos Seguel,21-07-2025,evaluacion,32
Veronica Diaz,10000957-9,3ro Medio,B,Educación Ciudadana,Marcos Seguel,21-07-2025,evaluacion,70
Veronica Rodriguez,10000960-9,3ro Medio,B,Educación Ciudadana,Marcos Seguel,21-07-2025,evaluacion,80
Veronica Arancibia,10000968-4,3ro Medio,B,Educación Ciudadana,Marcos Seguel,21-07-2025,evaluacion,95
Pedro Molina,10000090-3,2do Básico,A,"Historia, Geografía y Ciencias Sociales",Carlos Pérez,22-07-2025,tarea,96
Lucia Perez,10000103-9,2do Básico,A,"Historia, Geografía y Ciencias Sociales",Carlos Pérez,22-07-2025,tarea,81
Lucia Ramirez,10000106-3,2do Básico,A,"Historia, Geografía y Ciencias Sociales",Carlos Pérez,22-07-2025,tarea,42
Lucia Mendez,10000123-3,2do Básico,A,"Historia, Geografía y Ciencias Sociales",Carlos Pérez,22-07-2025,tarea,64
Carlos Tapia,10000193-4,3ro Básico,A,Ciencias Naturales,Sofía Martínez,22-07-2025,prueba,57
Martin Perez,10000203-5,3ro Básico,A,Ciencias Naturales,Sofía Martínez,22-07-2025,prueba,83
Martin Diaz,10000207-8,3ro Básico,A,Ciencias Naturales,Sofía Martínez,22-07-2025,prueba,36
Martin Rodriguez,10000210-8,3ro Básico,A,Ciencias Naturales,Sofía Martínez,22-07-2025,prueba,93
Carlos Tapia,10000193-4,3ro Básico,A,"Historia, Geografía y Ciencias Sociales",Sofía Martínez,22-07-2025,evaluacion,39
Martin Perez,10000203-5,3ro Básico,A,"Historia, Geografía y Ciencias Sociales",Sofía Martínez,22-07-2025,evaluacion,95
Martin Diaz,10000207-8,3ro Básico,A,"Historia, Geografía y Ciencias Sociales",Sofía Martínez,22-07-2025,evaluacion,33
Martin Rodriguez,10000210-8,3ro Básico,A,"Historia, Geografía y Ciencias Sociales",Sofía Martínez,22-07-2025,evaluacion,94
Mariana Vera,10000361-9,5to Básico,A,Matemáticas,Ruben Alvarez,22-07-2025,prueba,93
Mariana Herrera,10000363-5,5to Básico,A,Matemáticas,Ruben Alvarez,22-07-2025,prueba,57
Mariana Vargas,10000386-4,5to Básico,A,Matemáticas,Ruben Alvarez,22-07-2025,prueba,41
Mariana Cruz,10000387-2,5to Básico,A,Matemáticas,Ruben Alvarez,22-07-2025,prueba,32
Mariana Carmona,10000395-3,5to Básico,A,Matemáticas,Ruben Alvarez,22-07-2025,prueba,88
Mariana Quinteros,10000396-1,5to Básico,A,Matemáticas,Ruben Alvarez,22-07-2025,prueba,58
Teresa Mendez,10000573-5,7mo Básico,A,"Historia, Geografía y Ciencias Sociales",Karla Torres,22-07-2025,prueba,66
Teresa Salinas,10000581-6,7mo Básico,A,"Historia, Geografía y Ciencias Sociales",Karla Torres,22-07-2025,prueba,61
Raquel Vera,10000661-8,8vo Básico,A,Ciencias Naturales,Lorena Bravo,22-07-2025,tarea,70
Sandra Sepulveda,10000797-5,1ro Medio,B,Biología,Luis Díaz,22-07-2025,evaluacion,76
Sandra Campos,10000799-1,1ro Medio,B,Biología,Luis Díaz,22-07-2025,evaluacion,86
Marcos Sanchez,10000808-4,1ro Medio,B,Biología,Luis Díaz,22-07-2025,evaluacion,75
Sandra Sepulveda,10000797-5,1ro Medio,B,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,22-07-2025,evaluacion,69
Sandra Campos,10000799-1,1ro Medio,B,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,22-07-2025,evaluacion,74
Marcos Sanchez,10000808-4,1ro Medio,B,"Historia, Geografía y Ciencias Sociales",Carla Sánchez,22-07-2025,evaluacion,45
Marcos Herrera,10000813-0,2do Medio,A,Química,Juan Lopez,22-07-2025,evaluacion,92
Marcos Navarro,10000814-9,2do Medio,A,Química,Juan Lopez,22-07-2025,evaluacion,69
Marcos Cortes,10000829-7,2do Medio,A,Química,Juan Lopez,22-07-2025,evaluacion,92
Marcos Nunez,10000832-7,2do Medio,A,Química,Juan Lopez,22-07-2025,evaluacion,96
Marcos Cruz,10000837-8,2do Medio,A,Química,Juan Lopez,22-07-2025,evaluacion,99
Marcos Tapia,10000843-2,2do Medio,A,Química,Juan Lopez,22-07-2025,evaluacion,87
Marcos Serrano,10000844-0,2do Medio,A,Química,Juan Lopez,22-07-2025,evaluacion,93
Patricia Lopez,10000850-5,2do Medio,A,Química,Juan Lopez,22-07-2025,evaluacion,100
Patricia Gomez,10000854-8,2do Medio,A,Química,Juan Lopez,22-07-2025,evaluacion,42
Esteban Martinez,10000905-6,3ro Medio,A,"Historia, Geografía y Ciencias Sociales",Daniela Segura,22-07-2025,prueba,60
Esteban Valenzuela,10000938-2,3ro Medio,A,"Historia, Geografía y Ciencias Sociales",Daniela Segura,22-07-2025,prueba,98
Veronica Carmona,10000995-1,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,22-07-2025,prueba,47
Andres Castro,10001020-8,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,22-07-2025,prueba,55
Andres Soto,10001026-7,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,22-07-2025,prueba,67
Andres Ortiz,10001027-5,4to Medio,A,Lenguaje y Comunicación,Felipe Castro,22-07-2025,prueba,92
Ana Perez,10000003-2,1ro Básico,A,Matemáticas,Ana López,23-07-2025,prueba,99
Ana Silva,10000015-6,1ro Básico,A,Matemáticas,Ana López,23-07-2025,prueba,78
Ana Palma,10000021-0,1ro Básico,A,Matemáticas,Ana López,23-07-2025,prueba,84
Ana Cubillos,10000033-4,1ro Básico,A,Matemáticas,Ana López,23-07-2025,prueba,39
Ana Vargas,10000036-9,1ro Básico,A,Matemáticas,Ana López,23-07-2025,prueba,80
Ana Benitez,10000048-2,1ro Básico,B,Ciencias Naturales,Pedro González,23-07-2025,evaluacion,91
Ana Campos,10000049-0,1ro Básico,B,Ciencias Naturales,Pedro González,23-07-2025,evaluacion,90
Pedro Vera,10000061-K,1ro Básico,B,Ciencias Naturales,Pedro González,23-07-2025,evaluacion,83
Pedro Alvarez,10000069-5,1ro Básico,B,Ciencias Naturales,Pedro González,23-07-2025,evaluacion,75
Martin Miranda,10000234-5,3ro Básico,B,Ciencias Naturales,Sofía Martínez,23-07-2025,prueba,72
Raquel Vera,10000661-8,8vo Básico,A,Ciencias Naturales,Lorena Bravo,23-07-2025,evaluacion,86
Jose Mendez,10000723-1,1ro Medio,A,Matemáticas,Ricardo Donoso,23-07-2025,prueba,36
Jose Ortiz,10000727-4,1ro Medio,A,Matemáticas,Ricardo Donoso,23-07-2025,prueba,92
Jose Salinas,10000731-2,1ro Medio,A,Matemáticas,Ricardo Donoso,23-07-2025,prueba,100
Jose Molina,10000740-1,1ro Medio,A,Matemáticas,Ricardo Donoso,23-07-2025,prueba,65
Sandra Herrera,10000763-0,1ro Medio,A,Matemáticas,Ricardo Donoso,23-07-2025,prueba,72
Marcos Herrera,10000813-0,2do Medio,A,Matemáticas,Raquel Morales,23-07-2025,prueba,99
Marcos Navarro,10000814-9,2do Medio,A,Matemáticas,Raquel Morales,23-07-2025,prueba,69
Marcos Cortes,10000829-7,2do Medio,A,Matemáticas,Raquel Morales,23-07-2025,prueba,96
Marcos Nunez,10000832-7,2do Medio,A,Matemáticas,Raquel Morales,23-07-2025,prueba,98
Marcos Cruz,10000837-8,2do Medio,A,Matemáticas,Raquel Morales,23-07-2025,prueba,96
Marcos Tapia,10000843-2,2do Medio,A,Matemáticas,Raquel Morales,23-07-2025,prueba,65
Marcos Serrano,10000844-0,2do Medio,A,Matemáticas,Raquel Morales,23-07-2025,prueba,71
Patricia Lopez,10000850-5,2do Medio,A,Matemáticas,Raquel Morales,23-07-2025,prueba,94
Patricia Gomez,10000854-8,2do Medio,A,Matemáticas,Raquel Morales,23-07-2025,prueba,30
Martin Miranda,10000234-5,3ro Básico,B,Lenguaje y Comunicación,Martín Gómez,24-07-2025,tarea,99
Martin Miranda,10000234-5,3ro Básico,B,Matemáticas,Martín Gómez,24-07-2025,tarea,62
Sofia Rojas,10000272-8,4to Básico,A,Ciencias Naturales,Mariana López,24-07-2025,tarea,32
Sofia Ibarra,10000280-9,4to Básico,A,Ciencias Naturales,Mariana López,24-07-2025,tarea,69
Sofia Aguirre,10000291-4,4to Básico,A,Ciencias Naturales,Mariana López,24-07-2025,tarea,93
Sofia Leiva,10000292-2,4to Básico,A,Ciencias Naturales,Mariana López,24-07-2025,tarea,96
Sofia Sepulveda,10000297-3,4to Básico,A,Ciencias Naturales,Mariana López,24-07-2025,tarea,86
Javier Perez,10000303-1,4to Básico,A,Ciencias Naturales,Mariana López,24-07-2025,tarea,85
Javier Martinez,10000305-8,4to Básico,A,Ciencias Naturales,Mariana López,24-07-2025,tarea,43
Mariana Vera,10000361-9,5to Básico,A,Ciencias Naturales,Ruben Alvarez,24-07-2025,evaluacion,98
Mariana Herrera,10000363-5,5to Básico,A,Ciencias Naturales,Ruben Alvarez,24-07-2025,evaluacion,92
Mariana Vargas,10000386-4,5to Básico,A,Ciencias Naturales,Ruben Alvarez,24-07-2025,evaluacion,72
Mariana Cruz,10000387-2,5to Básico,A,Ciencias Naturales,Ruben Alvarez,24-07-2025,evaluacion,30
Mariana Carmona,10000395-3,5to Básico,A,Ciencias Naturales,Ruben Alvarez,24-07-2025,evaluacion,67
Mariana Quinteros,10000396-1,5to Básico,A,Ciencias Naturales,Ruben Alvarez,24-07-2025,evaluacion,78
Raquel Vera,10000661-8,8vo Básico,A,"Historia, Geografía y Ciencias Sociales",Lorena Bravo,24-07-2025,evaluacion,81
Jose Mendez,10000723-1,1ro Medio,A,Física,Luis Díaz,24-07-2025,evaluacion,51
Jose Ortiz,10000727-4,1ro Medio,A,Física,Luis Díaz,24-07-2025,evaluacion,51
Jose Salinas,10000731-2,1ro Medio,A,Física,Luis Díaz,24-07-2025,evaluacion,89
Jose Molina,10000740-1,1ro Medio,A,Física,Luis Díaz,24-07-2025,evaluacion,81
Sandra Herrera,10000763-0,1ro Medio,A,Física,Luis Díaz,24-07-2025,evaluacion,84
Jose Mendez,10000723-1,1ro Medio,A,Matemáticas,Ricardo Donoso,24-07-2025,evaluacion,32
Jose Ortiz,10000727-4,1ro Medio,A,Matemáticas,Ricardo Donoso,24-07-2025,evaluacion,96
Jose Salinas,10000731-2,1ro Medio,A,Matemáticas,Ricardo Donoso,24-07-2025,evaluacion,94
Jose Molina,10000740-1,1ro Medio,A,Matemáticas,Ricardo Donoso,24-07-2025,evaluacion,80
Sandra Herrera,10000763-0,1ro Medio,A,Matemáticas,Ricardo Donoso,24-07-2025,evaluacion,73
Patricia Diaz,10000857-2,2do Medio,B,Química,Juan Lopez,24-07-2025,evaluacion,92
Patricia Rojas,10000872-6,2do Medio,B,Química,Juan Lopez,24-07-2025,evaluacion,91
Patricia Salinas,10000881-5,2do Medio,B,Química,Juan Lopez,24-07-2025,evaluacion,96
Patricia Valenzuela,10000888-2,2do Medio,B,Química,Juan Lopez,24-07-2025,evaluacion,100
Patricia Sepulveda,10000897-1,2do Medio,B,Química,Juan Lopez,24-07-2025,evaluacion,41
Patricia Benitez,10000898-K,2do Medio,B,Química,Juan Lopez,24-07-2025,evaluacion,94
Patricia Diaz,10000857-2,2do Medio,B,Filosofía,Melisa Segura,24-07-2025,tarea,97
Patricia Rojas,10000872-6,2do Medio,B,Filosofía,Melisa Segura,24-07-2025,tarea,98
Patricia Salinas,10000881-5,2do Medio,B,Filosofía,Melisa Segura,24-07-2025,tarea,79
Patricia Valenzuela,10000888-2,2do Medio,B,Filosofía,Melisa Segura,24-07-2025,tarea,86
Patricia Sepulveda,10000897-1,2do Medio,B,Filosofía,Melisa Segura,24-07-2025,tarea,40
Patricia Benitez,10000898-K,2do Medio,B,Filosofía,Melisa Segura,24-07-2025,tarea,97
Veronica Carmona,10000995-1,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,24-07-2025,evaluacion,76
Andres Castro,10001020-8,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,24-07-2025,evaluacion,76
Andres Soto,10001026-7,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,24-07-2025,evaluacion,99
Andres Ortiz,10001027-5,4to Medio,A,"Historia, Geografía y Ciencias Sociales",Doris Castro,24-07-2025,evaluacion,94
Catalina Gomez,10001054-2,4to Medio,B,Lenguaje y Comunicación,Felipe Castro,24-07-2025,prueba,30
Catalina Cortes,10001079-8,4to Medio,B,Lenguaje y Comunicación,Felipe Castro,24-07-2025,prueba,49
Javier Arancibia,10000318-K,4to Básico,B,Ciencias Naturales,Mariana López,25-07-2025,tarea,98
Javier Serrano,10000344-9,4to Básico,B,Ciencias Naturales,Mariana López,25-07-2025,tarea,93
Javier Arancibia,10000318-K,4to Básico,B,"Historia, Geografía y Ciencias Sociales",Mariana López,25-07-2025,tarea,96
Javier Serrano,10000344-9,4to Básico,B,"Historia, Geografía y Ciencias Sociales",Mariana López,25-07-2025,tarea,58
Javier Arancibia,10000318-K,4to Básico,B,Lenguaje y Comunicación,Javier Ramírez,25-07-2025,prueba,100
Javier Serrano,10000344-9,4to Básico,B,Lenguaje y Comunicación,Javier Ramírez,25-07-2025,prueba,95
Miguel Morales,10000509-3,6to Básico,B,"Historia, Geografía y Ciencias Sociales",Claudia Rojas,25-07-2025,evaluacion,42
