nombre,rut,curso,seccion,asignatura,tipo,fecha,nota,tema
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,36,Números 1-20
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,prueba,2025-10-16,54,Suma y resta básica
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,tarea,2025-10-18,8,Figuras geométricas
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,46,Secuencias numéricas
Vicente González Jara,10000027-k,1ro Básico,A,Matemáticas,prueba,2025-11-22,47,Comparación de cantidades
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,5,Seres vivos
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,45,Plantas y partes
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,2,Cinco sentidos
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,95,Ciclo del agua
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,100,Hábitat de animales
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,69,Seres vivos
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,4,Plantas y partes
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,55,Cinco sentidos
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,2,Ciclo del agua
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,47,Hábitat de animales
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,45,Seres vivos
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,38,Plantas y partes
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,57,Cinco sentidos
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,86,Ciclo del agua
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,66,Hábitat de animales
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,97,Seres vivos
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,65,Plantas y partes
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,78,Cinco sentidos
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,85,Ciclo del agua
Vicente González Jara,10000027-k,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,98,Hábitat de animales
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,45,Mi familia
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,41,Mi comunidad
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,99,Ubicación espacial
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,72,Tradiciones
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,80,Símbolos patrios
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,14,Mi familia
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,22,Mi comunidad
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,53,Ubicación espacial
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,84,Tradiciones
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,53,Símbolos patrios
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,27,Mi familia
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,31,Mi comunidad
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,56,Ubicación espacial
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,29,Tradiciones
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,83,Símbolos patrios
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,9,Mi familia
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,65,Mi comunidad
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,29,Ubicación espacial
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,6,Tradiciones
Vicente González Jara,10000027-k,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,45,Símbolos patrios
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,52,Comprensión lectora
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,65,Escritura básica
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,99,Vocales y consonantes
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-04-11,40,Palabras frecuentes
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-05-13,2,Textos breves
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-05-15,20,Comprensión lectora
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-05-17,65,Escritura básica
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-06-19,91,Vocales y consonantes
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-06-21,51,Palabras frecuentes
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,47,Textos breves
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,24,Comprensión lectora
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,100,Escritura básica
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,73,Vocales y consonantes
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,32,Palabras frecuentes
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,30,Textos breves
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,22,Comprensión lectora
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,87,Escritura básica
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,22,Vocales y consonantes
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,83,Palabras frecuentes
Javiera González Campos,10000028-8,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,78,Textos breves
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,prueba,2025-03-05,6,Números 1-20
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,tarea,2025-03-07,44,Suma y resta básica
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,48,Figuras geométricas
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,prueba,2025-04-11,58,Secuencias numéricas
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,tarea,2025-05-13,46,Comparación de cantidades
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,63,Números 1-20
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,prueba,2025-05-17,77,Suma y resta básica
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,tarea,2025-06-19,89,Figuras geométricas
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,43,Secuencias numéricas
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,prueba,2025-06-23,24,Comparación de cantidades
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,prueba,2025-07-04,95,Números 1-20
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,tarea,2025-07-06,51,Suma y resta básica
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,79,Figuras geométricas
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,prueba,2025-08-10,96,Secuencias numéricas
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,tarea,2025-09-12,30,Comparación de cantidades
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,66,Números 1-20
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,prueba,2025-10-16,10,Suma y resta básica
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,tarea,2025-10-18,74,Figuras geométricas
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,evaluacion,2025-11-20,41,Secuencias numéricas
Javiera González Campos,10000028-8,1ro Básico,A,Matemáticas,prueba,2025-11-22,91,Comparación de cantidades
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,prueba,2025-03-05,43,Seres vivos
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,tarea,2025-03-07,61,Plantas y partes
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,evaluacion,2025-04-09,67,Cinco sentidos
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,prueba,2025-04-11,75,Ciclo del agua
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,tarea,2025-05-13,29,Hábitat de animales
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,evaluacion,2025-05-15,98,Seres vivos
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,prueba,2025-05-17,62,Plantas y partes
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,tarea,2025-06-19,45,Cinco sentidos
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,evaluacion,2025-06-21,74,Ciclo del agua
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,prueba,2025-06-23,16,Hábitat de animales
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,prueba,2025-07-04,7,Seres vivos
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,tarea,2025-07-06,20,Plantas y partes
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,evaluacion,2025-08-08,70,Cinco sentidos
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,prueba,2025-08-10,100,Ciclo del agua
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,tarea,2025-09-12,11,Hábitat de animales
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,evaluacion,2025-09-14,37,Seres vivos
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,prueba,2025-10-16,56,Plantas y partes
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,tarea,2025-10-18,86,Cinco sentidos
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,evaluacion,2025-11-20,7,Ciclo del agua
Javiera González Campos,10000028-8,1ro Básico,A,Ciencias Naturales,prueba,2025-11-22,90,Hábitat de animales
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,prueba,2025-03-05,25,Mi familia
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,tarea,2025-03-07,63,Mi comunidad
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,evaluacion,2025-04-09,34,Ubicación espacial
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,prueba,2025-04-11,25,Tradiciones
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,tarea,2025-05-13,87,Símbolos patrios
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,evaluacion,2025-05-15,79,Mi familia
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,prueba,2025-05-17,18,Mi comunidad
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,tarea,2025-06-19,20,Ubicación espacial
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,evaluacion,2025-06-21,82,Tradiciones
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,prueba,2025-06-23,15,Símbolos patrios
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,prueba,2025-07-04,40,Mi familia
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,tarea,2025-07-06,1,Mi comunidad
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,evaluacion,2025-08-08,99,Ubicación espacial
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,prueba,2025-08-10,51,Tradiciones
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,tarea,2025-09-12,73,Símbolos patrios
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,evaluacion,2025-09-14,62,Mi familia
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,prueba,2025-10-16,51,Mi comunidad
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,tarea,2025-10-18,4,Ubicación espacial
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,evaluacion,2025-11-20,62,Tradiciones
Javiera González Campos,10000028-8,1ro Básico,A,Historia y Geografía,prueba,2025-11-22,16,Símbolos patrios
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-03-05,87,Comprensión lectora
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-03-07,58,Escritura básica
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-04-09,30,Vocales y consonantes
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-04-11,98,Palabras frecuentes
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-05-13,54,Textos breves
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-05-15,51,Comprensión lectora
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-05-17,18,Escritura básica
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-06-19,16,Vocales y consonantes
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-06-21,62,Palabras frecuentes
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-06-23,98,Textos breves
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-07-04,86,Comprensión lectora
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-07-06,52,Escritura básica
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-08-08,5,Vocales y consonantes
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-08-10,26,Palabras frecuentes
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-09-12,94,Textos breves
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-09-14,21,Comprensión lectora
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-10-16,41,Escritura básica
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,tarea,2025-10-18,51,Vocales y consonantes
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,evaluacion,2025-11-20,13,Palabras frecuentes
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Lenguaje y Comunicación,prueba,2025-11-22,80,Textos breves
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,prueba,2025-03-05,9,Números 1-20
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,tarea,2025-03-07,100,Suma y resta básica
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,evaluacion,2025-04-09,57,Figuras geométricas
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,prueba,2025-04-11,12,Secuencias numéricas
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,tarea,2025-05-13,26,Comparación de cantidades
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,evaluacion,2025-05-15,63,Números 1-20
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,prueba,2025-05-17,47,Suma y resta básica
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,tarea,2025-06-19,68,Figuras geométricas
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,evaluacion,2025-06-21,25,Secuencias numéricas
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,prueba,2025-06-23,84,Comparación de cantidades
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,prueba,2025-07-04,10,Números 1-20
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,tarea,2025-07-06,93,Suma y resta básica
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,evaluacion,2025-08-08,72,Figuras geométricas
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,prueba,2025-08-10,65,Secuencias numéricas
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,tarea,2025-09-12,9,Comparación de cantidades
Cristóbal González Alarcón,10000029-6,1ro Básico,A,Matemáticas,evaluacion,2025-09-14,58,Números 1-20
